,Mot1,Mot2,Cat1,Cat2,Sem1,Sem2
2864,affranchisseur,affranchir,Ncms,Vmn----,@AGM,@
2865,affranchisseur,affranchissement,Ncms,Ncms,@AGM,@ACT
2866,affranchisseur,affranchissement,Ncms,Ncms,@AGM,@RES
2875,affréteur,affréter,Ncms,Vmn----,@AGM,@
2876,affréteur,affréter,Ncms,Vmn----,@AGM,@
2925,affronteur,affrontement,Ncms,Ncms,@AGM,@ACT
2926,affronteur,affrontement,Ncms,Ncms,@AGM,@RES
2927,affronteur,affronter,Ncms,Vmn----,@AGM,@
2928,affronteur,affronter,Ncms,Vmn----,@AGM,@
2929,affronteur,affronteuse,Ncms,Ncfs,@AGM,@AGF
2930,affronteuse,affronter,Ncfs,Vmn----,@AGF,@
2931,affronteuse,affronter,Ncfs,Vmn----,@AGF,@
2932,affronteuse,affronteur,Ncfs,Ncms,@AGF,@AGM
2961,affûteur,affûtage,Ncms,Ncms,@AGM,@ACT
2962,affûteur,affûtage,Ncms,Ncms,@AGM,@RES
2963,affûteur,affûter,Ncms,Vmn----,@AGM,@
2964,affûteur,affûter,Ncms,Vmn----,@AGM,@
2965,affûteur,affûteuse,Ncms,Ncfs,@AGM,@AGF
2966,affûteuse,affûter,Ncfs,Vmn----,@AGF,@
2967,affûteuse,affûter,Ncfs,Vmn----,@AGF,@
2968,affûteuse,affûteur,Ncfs,Ncms,@AGF,@AGM
2980,agaceur,agacement,Ncms,Ncms,@AGM,@ACT
2981,agaceur,agacement,Ncms,Ncms,@AGM,@RES
2982,agaceur,agacer,Ncms,Vmn----,@AGM,@
3006,agenceur,agencement,Ncms,Ncms,@AGM,@ACT
3007,agenceur,agencement,Ncms,Ncms,@AGM,@RES
3008,agenceur,agencer,Ncms,Vmn----,@AGM,@
3009,agenceur,agencer,Ncms,Vmn----,@AGM,@
3010,agenceur,agenceuse,Ncms,Ncfs,@AGM,@AGF
3011,agenceuse,agencer,Ncfs,Vmn----,@AGF,@
3012,agenceuse,agenceur,Ncfs,Ncms,@AGF,@AGM
3110,agiotateur,agioter,Ncms,Vmn----,@AGM,@
3121,agioteur,agiotage,Ncms,Ncms,@AGM,@ACT
3122,agioteur,agiotage,Ncms,Ncms,@AGM,@RES
3123,agioteur,agioter,Ncms,Vmn----,@AGM,@
3124,agioteur,agioter,Ncms,Vmn----,@AGM,@
3125,agioteur,agioteuse,Ncms,Ncfs,@AGM,@AGF
3126,agioteuse,agiotage,Ncfs,Ncms,@AGF,@ACT
3127,agioteuse,agiotage,Ncfs,Ncms,@AGF,@RES
3128,agioteuse,agioter,Ncfs,Vmn----,@AGF,@
3129,agioteuse,agioter,Ncfs,Vmn----,@AGF,@
3130,agioteuse,agioteur,Ncfs,Ncms,@AGF,@AGM
3145,agitateur,agitation,Ncms,Ncfs,@AGM,@ACT
3146,agitateur,agitation,Ncms,Ncfs,@AGM,@RES
3147,agitateur,agitatrice,Ncms,Ncfs,@AGM,@AGF
3148,agitateur,agiter,Ncms,Vmn----,@AGM,@
3156,agitatrice,agitateur,Ncfs,Ncms,@AGF,@AGM
3157,agitatrice,agitation,Ncfs,Ncfs,@AGF,@ACT
3158,agitatrice,agitation,Ncfs,Ncfs,@AGF,@RES
3159,agitatrice,agiter,Ncfs,Vmn----,@AGF,@
3170,agiteur,agiter,Ncms,Vmn----,@AGM,@
3171,agiteur,agiter,Ncms,Vmn----,@AGM,@
3218,agrafeur,agrafage,Ncms,Ncms,@AGM,@ACT
3219,agrafeur,agrafage,Ncms,Ncms,@AGM,@RES
3220,agrafeur,agrafer,Ncms,Vmn----,@AGM,@
3221,agrafeur,agrafer,Ncms,Vmn----,@AGM,@
3222,agrafeur,agrafeuse,Ncms,Ncfs,@AGM,@AGF
3223,agrafeuse,agrafage,Ncfs,Ncms,@AGF,@ACT
3224,agrafeuse,agrafage,Ncfs,Ncms,@AGF,@RES
3225,agrafeuse,agrafer,Ncfs,Vmn----,@AGF,@
3226,agrafeuse,agrafer,Ncfs,Vmn----,@AGF,@
3227,agrafeuse,agrafeur,Ncfs,Ncms,@AGF,@AGM
3252,agrandisseur,agrandir,Ncms,Vmn----,@AGM,@
3253,agrandisseur,agrandir,Ncms,Vmn----,@AGM,@
3254,agrandisseur,agrandissement,Ncms,Ncms,@AGM,@ACT
3255,agrandisseur,agrandissement,Ncms,Ncms,@AGM,@RES
3272,agréeur,agréer,Ncms,Vmn----,@AGM,@
3273,agréeur,agrès,Ncms,Ncmp,@AGM,@ACT
3274,agréeur,agrès,Ncms,Ncmp,@AGM,@RES
3322,agresseur,agresser,Ncms,Vmn----,@AGM,@
3323,agresseur,agresser,Ncms,Vmn----,@AGM,@
3324,agresseur,agressif,Ncms,Afpms,@AGM,@PRP
3325,agresseur,agression,Ncms,Ncfs,@AGM,@ACT
3326,agresseur,agression,Ncms,Ncfs,@AGM,@RES
3344,agréyeur,agrès,Ncms,Ncmp,@AGM,@ACT
3345,agréyeur,agrès,Ncms,Ncmp,@AGM,@RES
3376,agricheur,agrichage,Ncms,Ncms,@AGM,@ACT
3377,agricheur,agrichage,Ncms,Ncms,@AGM,@RES
3378,agricheur,agrichement,Ncms,Ncms,@AGM,@ACT
3379,agricheur,agrichement,Ncms,Ncms,@AGM,@RES
3380,agricheur,agricher,Ncms,Vmn----,@AGM,@
3381,agricheur,agricher,Ncms,Vmn----,@AGM,@
3382,agriculteur,agricultrice,Ncms,Ncfs,@AGM,@AGF
3383,agriculteur,agriculture,Ncms,Ncfs,@AGM,@ACT
3384,agriculteur,agriculture,Ncms,Ncfs,@AGM,@RES
3385,agricultrice,agriculteur,Ncfs,Ncms,@AGF,@AGM
3386,agricultrice,agriculture,Ncfs,Ncfs,@AGF,@ACT
3387,agricultrice,agriculture,Ncfs,Ncfs,@AGF,@RES
3394,agrincheur,agrincher,Ncms,Vmn----,@AGM,@
3395,agrincheur,agrincher,Ncms,Vmn----,@AGM,@
3416,agrippeur,agrippement,Ncms,Ncms,@AGM,@ACT
3417,agrippeur,agrippement,Ncms,Ncms,@AGM,@RES
3418,agrippeur,agripper,Ncms,Vmn----,@AGM,@
3419,agrippeur,agripper,Ncms,Vmn----,@AGM,@
3420,agrippeur,agrippeuse,Ncms,Ncfs,@AGM,@AGF
3421,agrippeuse,agrippement,Ncfs,Ncms,@AGF,@ACT
3422,agrippeuse,agrippement,Ncfs,Ncms,@AGF,@RES
3423,agrippeuse,agripper,Ncfs,Vmn----,@AGF,@
3424,agrippeuse,agripper,Ncfs,Vmn----,@AGF,@
3425,agrippeuse,agrippeur,Ncfs,Ncms,@AGF,@AGM
3468,aguicheur,aguichage,Ncms,Ncms,@AGM,@ACT
3469,aguicheur,aguichage,Ncms,Ncms,@AGM,@RES
3470,aguicheur,aguicher,Ncms,Vmn----,@AGM,@
3471,aguicheur,aguicher,Ncms,Vmn----,@AGM,@
3472,aguicheur,aguicheuse,Ncms,Ncfs,@AGM,@AGF
3473,aguicheuse,aguichage,Ncfs,Ncms,@AGF,@ACT
3474,aguicheuse,aguichage,Ncfs,Ncms,@AGF,@RES
3475,aguicheuse,aguicher,Ncfs,Vmn----,@AGF,@
3476,aguicheuse,aguicher,Ncfs,Vmn----,@AGF,@
3477,aguicheuse,aguicheur,Ncfs,Ncms,@AGF,@AGM
3514,aideur,aider,Ncms,Vmn----,@AGM,@
3515,aideur,aider,Ncms,Vmn----,@AGM,@
3558,aiguilleur,aiguillage,Ncms,Ncms,@AGM,@ACT
3559,aiguilleur,aiguillage,Ncms,Ncms,@AGM,@RES
3560,aiguilleur,aiguiller,Ncms,Vmn----,@AGM,@
3561,aiguilleur,aiguiller,Ncms,Vmn----,@AGM,@
3576,aiguillonneur,aiguillonnement,Ncms,Ncms,@AGM,@ACT
3577,aiguillonneur,aiguillonnement,Ncms,Ncms,@AGM,@RES
3578,aiguillonneur,aiguillonner,Ncms,Vmn----,@AGM,@
3579,aiguillonneur,aiguillonner,Ncms,Vmn----,@AGM,@
3600,aiguiseur,aiguisage,Ncms,Ncms,@AGM,@ACT
3601,aiguiseur,aiguisage,Ncms,Ncms,@AGM,@RES
3602,aiguiseur,aiguisement,Ncms,Ncms,@AGM,@ACT
3603,aiguiseur,aiguisement,Ncms,Ncms,@AGM,@RES
3604,aiguiseur,aiguiser,Ncms,Vmn----,@AGM,@
3605,aiguiseur,aiguiseuse,Ncms,Ncfs,@AGM,@AGF
3606,aiguiseuse,aiguisage,Ncfs,Ncms,@AGF,@ACT
3607,aiguiseuse,aiguisage,Ncfs,Ncms,@AGF,@RES
3608,aiguiseuse,aiguiser,Ncfs,Vmn----,@AGF,@
3609,aiguiseuse,aiguiseur,Ncfs,Ncms,@AGF,@AGM
3625,aimeur,aimer,Ncms,Vmn----,@AGM,@
3626,aimeur,aimer,Ncms,Vmn----,@AGM,@
3627,aimeur,aimeuse,Ncms,Ncfs,@AGM,@AGF
3628,aimeuse,aimer,Ncfs,Vmn----,@AGF,@
3629,aimeuse,aimer,Ncfs,Vmn----,@AGF,@
3630,aimeuse,aimeur,Ncfs,Ncms,@AGF,@AGM
3713,ajusteur,ajustage,Ncms,Ncms,@AGM,@ACT
3714,ajusteur,ajustage,Ncms,Ncms,@AGM,@RES
3715,ajusteur,ajuster,Ncms,Vmn----,@AGM,@
3716,ajusteur,ajuster,Ncms,Vmn----,@AGM,@
3729,alambiqueur,alambiquer,Ncms,Vmn----,@AGM,@
3730,alambiqueur,alambiquer,Ncms,Vmn----,@AGM,@
3808,aléseur,alésage,Ncms,Ncms,@AGM,@ACT
3809,aléseur,alésage,Ncms,Ncms,@AGM,@RES
3810,aléseur,aléser,Ncms,Vmn----,@AGM,@
3811,aléseur,aléser,Ncms,Vmn----,@AGM,@
3812,aléseur,aléseuse,Ncms,Ncfs,@AGM,@AGF
3813,aléseuse,alésage,Ncfs,Ncms,@AGF,@ACT
3814,aléseuse,alésage,Ncfs,Ncms,@AGF,@RES
3815,aléseuse,aléser,Ncfs,Vmn----,@AGF,@
3816,aléseuse,aléseur,Ncfs,Ncms,@AGF,@AGM
3839,aliénateur,aliénation,Ncms,Ncfs,@AGM,@ACT
3840,aliénateur,aliénation,Ncms,Ncfs,@AGM,@RES
3841,aliénateur,aliénatrice,Ncms,Ncfs,@AGM,@AGF
3842,aliénateur,aliéner,Ncms,Vmn----,@AGM,@
3852,aliénatrice,aliénateur,Ncfs,Ncms,@AGF,@AGM
3853,aliénatrice,aliénation,Ncfs,Ncfs,@AGF,@ACT
3854,aliénatrice,aliénation,Ncfs,Ncfs,@AGF,@RES
3855,aliénatrice,aliéner,Ncfs,Vmn----,@AGF,@
3893,aligneur,alignage,Ncms,Ncms,@AGM,@ACT
3894,aligneur,alignage,Ncms,Ncms,@AGM,@RES
3895,aligneur,alignement,Ncms,Ncms,@AGM,@ACT
3896,aligneur,alignement,Ncms,Ncms,@AGM,@RES
3897,aligneur,aligner,Ncms,Vmn----,@AGM,@
3898,aligneur,aligner,Ncms,Vmn----,@AGM,@
3899,alimentateur,alimentation,Ncms,Ncfs,@AGM,@ACT
3900,alimentateur,alimentation,Ncms,Ncfs,@AGM,@RES
3901,alimentateur,alimenter,Ncms,Vmn----,@AGM,@
3902,alimentateur,alimenter,Ncms,Vmn----,@AGM,@
3903,alimentateur,alimenteur,Ncms,Ncms,@AGM,@AGM
3922,alimenteur,alimentateur,Ncms,Ncms,@AGM,@AGM
3923,alimenteur,alimentation,Ncms,Ncfs,@AGM,@ACT
3924,alimenteur,alimentation,Ncms,Ncfs,@AGM,@RES
3925,alimenteur,alimenter,Ncms,Vmn----,@AGM,@
3926,alimenteur,alimenter,Ncms,Vmn----,@AGM,@
3950,allaiteuse,allaiter,Ncfs,Vmn----,@AGF,@
3958,allégateur,allégation,Ncms,Ncfs,@AGM,@ACT
3959,allégateur,allégation,Ncms,Ncfs,@AGM,@RES
3960,allégateur,alléger,Ncms,Vmn----,@AGM,@
3995,allégoriseur,allégorisation,Ncms,Ncfs,@AGM,@ACT
3996,allégoriseur,allégorisation,Ncms,Ncfs,@AGM,@RES
3997,allégoriseur,allégoriser,Ncms,Vmn----,@AGM,@
3998,allégoriseur,allégoriser,Ncms,Vmn----,@AGM,@
4027,allocateur,allocation,Ncms,Ncfs,@AGM,@ACT
4028,allocateur,allocation,Ncms,Ncfs,@AGM,@RES
4029,allocateur,allouer,Ncms,Vmn----,@AGM,@
4049,allongeur,allongement,Ncms,Ncms,@AGM,@ACT
4050,allongeur,allongement,Ncms,Ncms,@AGM,@RES
4051,allongeur,allonger,Ncms,Vmn----,@AGM,@
4052,allongeur,allonger,Ncms,Vmn----,@AGM,@
4087,allumeur,allumage,Ncms,Ncms,@AGM,@ACT
4088,allumeur,allumage,Ncms,Ncms,@AGM,@RES
4089,allumeur,allumement,Ncms,Ncms,@AGM,@ACT
4090,allumeur,allumement,Ncms,Ncms,@AGM,@RES
4091,allumeur,allumer,Ncms,Vmn----,@AGM,@
4092,allumeur,allumeuse,Ncms,Ncfs,@AGM,@AGF
4093,allumeuse,allumage,Ncfs,Ncms,@AGF,@ACT
4094,allumeuse,allumage,Ncfs,Ncms,@AGF,@RES
4095,allumeuse,allumer,Ncfs,Vmn----,@AGF,@
4096,allumeuse,allumeur,Ncfs,Ncms,@AGF,@AGM
4181,alternateur,alternatif,Ncms,Afpms,@AGM,@PRP
4182,alternateur,alternation,Ncms,Ncfs,@AGM,@ACT
4183,alternateur,alternation,Ncms,Ncfs,@AGM,@RES
4184,alternateur,alterner,Ncms,Vmn----,@AGM,@
4275,amadoueur,amadouage,Ncms,Ncms,@AGM,@ACT
4276,amadoueur,amadouage,Ncms,Ncms,@AGM,@RES
4277,amadoueur,amadouement,Ncms,Ncms,@AGM,@ACT
4278,amadoueur,amadouement,Ncms,Ncms,@AGM,@RES
4279,amadoueur,amadouer,Ncms,Vmn----,@AGM,@
4280,amadoueur,amadouer,Ncms,Vmn----,@AGM,@
4281,amadoueur,amadoueuse,Ncms,Ncfs,@AGM,@AGF
4282,amadoueuse,amadouage,Ncfs,Ncms,@AGF,@ACT
4283,amadoueuse,amadouage,Ncfs,Ncms,@AGF,@RES
4284,amadoueuse,amadouement,Ncfs,Ncms,@AGF,@ACT
4285,amadoueuse,amadouement,Ncfs,Ncms,@AGF,@RES
4286,amadoueuse,amadouer,Ncfs,Vmn----,@AGF,@
4287,amadoueuse,amadouer,Ncfs,Vmn----,@AGF,@
4288,amadoueuse,amadoueur,Ncfs,Ncms,@AGF,@AGM
4313,amalgameur,amalgamation,Ncms,Ncfs,@AGM,@ACT
4314,amalgameur,amalgamation,Ncms,Ncfs,@AGM,@RES
4315,amalgameur,amalgamer,Ncms,Vmn----,@AGM,@
4316,amalgameur,amalgamer,Ncms,Vmn----,@AGM,@
4352,amasseur,amassement,Ncms,Ncms,@AGM,@ACT
4353,amasseur,amassement,Ncms,Ncms,@AGM,@RES
4354,amasseur,amasser,Ncms,Vmn----,@AGM,@
4355,amasseur,amasser,Ncms,Vmn----,@AGM,@
4356,amasseur,amasseuse,Ncms,Ncfs,@AGM,@AGF
4357,amasseuse,amassement,Ncfs,Ncms,@AGF,@ACT
4358,amasseuse,amassement,Ncfs,Ncms,@AGF,@RES
4359,amasseuse,amasser,Ncfs,Vmn----,@AGF,@
4360,amasseuse,amasseur,Ncfs,Ncms,@AGF,@AGM
4383,amateur,aimer,Ncms,Vmn----,@AGM,@
4386,ambassadeur,ambassade,Ncms,Ncfs,@AGM,@ACT
4387,ambassadeur,ambassade,Ncms,Ncfs,@AGM,@RES
4392,ambleur,ambler,Ncms,Vmn----,@AGM,@
4393,ambleur,ambler,Ncms,Vmn----,@AGM,@
4394,ambleur,ambleuse,Ncms,Ncfs,@AGM,@AGF
4395,ambleuse,ambler,Ncfs,Vmn----,@AGF,@
4396,ambleuse,ambler,Ncfs,Vmn----,@AGF,@
4397,ambleuse,ambleur,Ncfs,Ncms,@AGF,@AGM
4443,aménageur,aménagement,Ncms,Ncms,@AGM,@ACT
4444,aménageur,aménagement,Ncms,Ncms,@AGM,@RES
4445,aménageur,aménager,Ncms,Vmn----,@AGM,@
4446,aménageur,aménager,Ncms,Vmn----,@AGM,@
4447,aménageur,aménageuse,Ncms,Ncfs,@AGM,@AGF
4448,aménageuse,aménagement,Ncfs,Ncms,@AGF,@ACT
4449,aménageuse,aménagement,Ncfs,Ncms,@AGF,@RES
4450,aménageuse,aménager,Ncfs,Vmn----,@AGF,@
4451,aménageuse,aménager,Ncfs,Vmn----,@AGF,@
4452,aménageuse,aménageur,Ncfs,Ncms,@AGF,@AGM
4467,amendeur,amendement,Ncms,Ncms,@AGM,@ACT
4468,amendeur,amendement,Ncms,Ncms,@AGM,@RES
4469,amendeur,amender,Ncms,Vmn----,@AGM,@
4470,amendeur,amender,Ncms,Vmn----,@AGM,@
4478,ameneur,amener,Ncms,Vmn----,@AGM,@
4479,ameneur,amener,Ncms,Vmn----,@AGM,@
4550,amincisseur,amincir,Ncms,Vmn----,@AGM,@
4551,amincisseur,amincir,Ncms,Vmn----,@AGM,@
4552,amincisseur,amincissement,Ncms,Ncms,@AGM,@ACT
4553,amincisseur,amincissement,Ncms,Ncms,@AGM,@RES
4564,amodiateur,amodiation,Ncms,Ncfs,@AGM,@ACT
4565,amodiateur,amodiation,Ncms,Ncfs,@AGM,@RES
4566,amodiateur,amodiatrice,Ncms,Ncfs,@AGM,@AGF
4567,amodiateur,amodier,Ncms,Vmn----,@AGM,@
4575,amodiatrice,amodiateur,Ncfs,Ncms,@AGF,@AGM
4576,amodiatrice,amodiation,Ncfs,Ncfs,@AGF,@ACT
4577,amodiatrice,amodiation,Ncfs,Ncfs,@AGF,@RES
4578,amodiatrice,amodier,Ncfs,Vmn----,@AGF,@
4586,amodieur,amodier,Ncms,Vmn----,@AGM,@
4587,amodieur,amodier,Ncms,Vmn----,@AGM,@
4621,amonceleur,amonceler,Ncms,Vmn----,@AGM,@
4622,amonceleur,amonceler,Ncms,Vmn----,@AGM,@
4623,amonceleur,amonceleuse,Ncms,Ncfs,@AGM,@AGF
4624,amonceleuse,amonceler,Ncfs,Vmn----,@AGF,@
4625,amonceleuse,amonceler,Ncfs,Vmn----,@AGF,@
4626,amonceleuse,amonceleur,Ncfs,Ncms,@AGF,@AGM
4644,amorceur,amorcer,Ncms,Vmn----,@AGM,@
4645,amorceur,amorcer,Ncms,Vmn----,@AGM,@
4646,amorceur,amorceuse,Ncms,Ncfs,@AGM,@AGF
4647,amorceuse,amorcer,Ncfs,Vmn----,@AGF,@
4648,amorceuse,amorcer,Ncfs,Vmn----,@AGF,@
4649,amorceuse,amorceur,Ncfs,Ncms,@AGF,@AGM
4670,amortisseur,amortir,Ncms,Vmn----,@AGM,@
4671,amortisseur,amortir,Ncms,Vmn----,@AGM,@
4672,amortisseur,amortissement,Ncms,Ncms,@AGM,@ACT
4673,amortisseur,amortissement,Ncms,Ncms,@AGM,@RES
4675,amoureuse,amourer,Ncfs,Vmn----,@AGF,@
4692,amplificateur,amplificatif,Ncms,Afpms,@AGM,@PRP
4693,amplificateur,amplification,Ncms,Ncfs,@AGM,@ACT
4694,amplificateur,amplification,Ncms,Ncfs,@AGM,@RES
4695,amplificateur,amplificatrice,Ncms,Ncfs,@AGM,@AGF
4696,amplificateur,amplifier,Ncms,Vmn----,@AGM,@
4697,amplificateur,amplifier,Ncms,Vmn----,@AGM,@
4718,amplificatrice,amplificateur,Ncfs,Ncms,@AGF,@AGM
4719,amplificatrice,amplificatif,Ncfs,Afpms,@AGF,@PRP
4720,amplificatrice,amplification,Ncfs,Ncfs,@AGF,@ACT
4721,amplificatrice,amplification,Ncfs,Ncfs,@AGF,@RES
4722,amplificatrice,amplifier,Ncfs,Vmn----,@AGF,@
4723,amplificatrice,amplifier,Ncfs,Vmn----,@AGF,@
4770,amuseur,amusement,Ncms,Ncms,@AGM,@ACT
4771,amuseur,amusement,Ncms,Ncms,@AGM,@RES
4772,amuseur,amuser,Ncms,Vmn----,@AGM,@
4773,amuseur,amuseuse,Ncms,Ncfs,@AGM,@AGF
4774,amuseuse,amuser,Ncfs,Vmn----,@AGF,@
4775,amuseuse,amuseur,Ncfs,Ncms,@AGF,@AGM
4778,analecteur,analecte,Ncms,Ncms,@AGM,@ACT
4779,analecteur,analecte,Ncms,Ncms,@AGM,@RES
4780,analysateur,analyser,Ncms,Vmn----,@AGM,@
4781,analysateur,analyseur,Ncms,Ncms,@AGM,@AGM
4786,analyseur,analysateur,Ncms,Ncms,@AGM,@AGM
4787,analyseur,analyser,Ncms,Vmn----,@AGM,@
4829,anesthésieur,anesthésier,Ncms,Vmn----,@AGM,@
4852,animateur,animation,Ncms,Ncfs,@AGM,@ACT
4853,animateur,animation,Ncms,Ncfs,@AGM,@RES
4854,animateur,animatrice,Ncms,Ncfs,@AGM,@AGF
4855,animateur,animer,Ncms,Vmn----,@AGM,@
4856,animateur,animer,Ncms,Vmn----,@AGM,@
4866,animatrice,animateur,Ncfs,Ncms,@AGF,@AGM
4867,animatrice,animation,Ncfs,Ncfs,@AGF,@ACT
4868,animatrice,animation,Ncfs,Ncfs,@AGF,@RES
4869,animatrice,animer,Ncfs,Vmn----,@AGF,@
4870,animatrice,animer,Ncfs,Vmn----,@AGF,@
4896,annihilateur,annihilation,Ncms,Ncfs,@AGM,@ACT
4897,annihilateur,annihilation,Ncms,Ncfs,@AGM,@RES
4898,annihilateur,annihilement,Ncms,Ncms,@AGM,@ACT
4899,annihilateur,annihilement,Ncms,Ncms,@AGM,@RES
4900,annihilateur,annihiler,Ncms,Vmn----,@AGM,@
4901,annihilateur,annihiler,Ncms,Vmn----,@AGM,@
4938,annonceur,annoncer,Ncms,Vmn----,@AGM,@
4939,annonciateur,annoncer,Ncms,Vmn----,@AGM,@
4940,annonciateur,annonciation,Ncms,Ncfs,@AGM,@ACT
4941,annonciateur,annonciation,Ncms,Ncfs,@AGM,@RES
4942,annonciateur,annonciatrice,Ncms,Ncfs,@AGM,@AGF
4950,annonciatrice,annoncer,Ncfs,Vmn----,@AGF,@
4951,annonciatrice,annonciateur,Ncfs,Ncms,@AGF,@AGM
4952,annonciatrice,annonciation,Ncfs,Ncfs,@AGF,@ACT
4953,annonciatrice,annonciation,Ncfs,Ncfs,@AGF,@RES
4954,annotateur,annoter,Ncms,Vmn----,@AGM,@
5007,antécesseur,antécéder,Ncms,Vmn----,@AGM,@
5068,aoûteur,aoûtement,Ncms,Ncms,@AGM,@ACT
5069,aoûteur,aoûtement,Ncms,Ncms,@AGM,@RES
5070,aoûteur,aoûter,Ncms,Vmn----,@AGM,@
5071,aoûteur,aoûter,Ncms,Vmn----,@AGM,@
5106,apiculteur,apiculture,Ncms,Ncfs,@AGM,@ACT
5107,apiculteur,apiculture,Ncms,Ncfs,@AGM,@RES
5114,apiéceur,apiécer,Ncms,Vmn----,@AGM,@
5115,apiéceur,apiécer,Ncms,Vmn----,@AGM,@
5136,aplaigneur,aplaigneuse,Ncms,Ncfs,@AGM,@AGF
5137,aplaigneur,aplanir,Ncms,Vmn----,@AGM,@
5138,aplaigneuse,aplaigneur,Ncfs,Ncms,@AGF,@AGM
5139,aplaigneuse,aplanir,Ncfs,Vmn----,@AGF,@
5140,aplaneur,aplaneuse,Ncms,Ncfs,@AGM,@AGF
5141,aplaneur,aplanir,Ncms,Vmn----,@AGM,@
5142,aplaneuse,aplaneur,Ncfs,Ncms,@AGF,@AGM
5143,aplaneuse,aplanir,Ncfs,Vmn----,@AGF,@
5166,aplanisseur,aplanir,Ncms,Vmn----,@AGM,@
5167,aplanisseur,aplanir,Ncms,Vmn----,@AGM,@
5168,aplanisseur,aplanissement,Ncms,Ncms,@AGM,@ACT
5169,aplanisseur,aplanissement,Ncms,Ncms,@AGM,@RES
5170,aplanisseur,aplanisseuse,Ncms,Ncfs,@AGM,@AGF
5171,aplanisseuse,aplanir,Ncfs,Vmn----,@AGF,@
5172,aplanisseuse,aplanir,Ncfs,Vmn----,@AGF,@
5173,aplanisseuse,aplanissement,Ncfs,Ncms,@AGF,@ACT
5174,aplanisseuse,aplanissement,Ncfs,Ncms,@AGF,@RES
5175,aplanisseuse,aplanisseur,Ncfs,Ncms,@AGF,@AGM
5206,aplatisseur,aplatir,Ncms,Vmn----,@AGM,@
5207,aplatisseur,aplatir,Ncms,Vmn----,@AGM,@
5208,aplatisseur,aplatissage,Ncms,Ncms,@AGM,@ACT
5209,aplatisseur,aplatissage,Ncms,Ncms,@AGM,@RES
5210,aplatisseur,aplatissement,Ncms,Ncms,@AGM,@ACT
5211,aplatisseur,aplatissement,Ncms,Ncms,@AGM,@RES
5256,appareilleur,appareillage,Ncms,Ncms,@AGM,@ACT
5257,appareilleur,appareillage,Ncms,Ncms,@AGM,@RES
5258,appareilleur,appareillement,Ncms,Ncms,@AGM,@ACT
5259,appareilleur,appareillement,Ncms,Ncms,@AGM,@RES
5260,appareilleur,appareiller,Ncms,Vmn----,@AGM,@
5261,appareilleur,appareiller,Ncms,Vmn----,@AGM,@
5262,appareilleur,appareilleuse,Ncms,Ncfs,@AGM,@AGF
5263,appareilleuse,appareillage,Ncfs,Ncms,@AGF,@ACT
5264,appareilleuse,appareillage,Ncfs,Ncms,@AGF,@RES
5265,appareilleuse,appareillement,Ncfs,Ncms,@AGF,@ACT
5266,appareilleuse,appareillement,Ncfs,Ncms,@AGF,@RES
5267,appareilleuse,appareiller,Ncfs,Vmn----,@AGF,@
5268,appareilleuse,appareiller,Ncfs,Vmn----,@AGF,@
5269,appareilleuse,appareilleur,Ncfs,Ncms,@AGF,@AGM
5304,apparieur,apparier,Ncms,Vmn----,@AGM,@
5305,apparieur,apparier,Ncms,Vmn----,@AGM,@
5316,appâteur,appâter,Ncms,Vmn----,@AGM,@
5317,appâteur,appâter,Ncms,Vmn----,@AGM,@
5384,applaudisseur,applaudir,Ncms,Vmn----,@AGM,@
5385,applaudisseur,applaudir,Ncms,Vmn----,@AGM,@
5386,applaudisseur,applaudissement,Ncms,Ncms,@AGM,@ACT
5387,applaudisseur,applaudissement,Ncms,Ncms,@AGM,@RES
5391,applicateur,application,Ncms,Ncfs,@AGM,@ACT
5392,applicateur,application,Ncms,Ncfs,@AGM,@RES
5393,applicateur,appliquer,Ncms,Vmn----,@AGM,@
5394,applicateur,appliquer,Ncms,Vmn----,@AGM,@
5458,apporteur,apporter,Ncms,Vmn----,@AGM,@
5459,apporteur,apporter,Ncms,Vmn----,@AGM,@
5460,apporteur,apporteuse,Ncms,Ncfs,@AGM,@AGF
5461,apporteuse,apporter,Ncfs,Vmn----,@AGF,@
5462,apporteuse,apporter,Ncfs,Vmn----,@AGF,@
5463,apporteuse,apporteur,Ncfs,Ncms,@AGF,@AGM
5472,appréciateur,appréciatif,Ncms,Afpms,@AGM,@PRP
5473,appréciateur,appréciation,Ncms,Ncfs,@AGM,@ACT
5474,appréciateur,appréciation,Ncms,Ncfs,@AGM,@RES
5475,appréciateur,appréciatrice,Ncms,Ncfs,@AGM,@AGF
5476,appréciateur,apprécier,Ncms,Vmn----,@AGM,@
5494,appréciatrice,appréciateur,Ncfs,Ncms,@AGF,@AGM
5495,appréciatrice,appréciatif,Ncfs,Afpms,@AGF,@PRP
5496,appréciatrice,appréciation,Ncfs,Ncfs,@AGF,@ACT
5497,appréciatrice,appréciation,Ncfs,Ncfs,@AGF,@RES
5498,appréciatrice,apprécier,Ncfs,Vmn----,@AGF,@
5550,apprêteur,apprêtage,Ncms,Ncms,@AGM,@ACT
5551,apprêteur,apprêtage,Ncms,Ncms,@AGM,@RES
5552,apprêteur,apprêter,Ncms,Vmn----,@AGM,@
5553,apprêteur,apprêteuse,Ncms,Ncfs,@AGM,@AGF
5554,apprêteuse,apprêtage,Ncfs,Ncms,@AGF,@ACT
